name,username,message,clusters,likes,comments,engajamento,url,time
Murilo Araújo,muropequeno,As chuvas que assolaram o Rio de Janeiro nesse último fim de semana trouxeram novamente à tona o debate sobre #RacismoAmbiental - particularmente após a repercussão de um tuíte da Ministra da Igualdade Racial  <redacted_mention>  que foi questionada e atacada pelo uso do termo  que muita gente tomou como uma invenção descabida. Descabidos  porém  são os questionamentos: esse é um conceito fundamental pra entender os impactos desiguais dos eventos climáticos extremos  e não é uma discussão nada nova. Você já ouviu falar em Racismo Ambiental? Sabe o que significa?,Rio de Janeiro,1222,52,611,https://www.instagram.com/muropequeno,2024-01-16T06:43:06-08:00
📰 Portal Pega Leve. 📢,portalpegaleve,A tragédia causada pelas chuvas que atingiram  neste final de semana  a zona norte da região metropolitana  deixando 12 pessoas mortas  evidencia a desigualdade na cidade em termos de acesso a serviços como saneamento básico e a moradia digna Segundo codiretor-executivo do Observatório da Branquitude  Thales Vieira  trata-se de uma tragédia anunciada  ou seja  que é prevista para esta época do ano e  mesmo assim  medidas efetivas não são tomadas: “Na prática essa população é deixada para morrer”.   “Uma tragédia que toda hora a gente sabe que vai ocorrer com maior ou menor potencial de produzir vítimas fatais  mas a gente sabe que todo ano vai ocorrer essa tragédia  sobretudo na Baixada Fluminense”  diz  Vieira. As fortes chuvas que caíram no estado do Rio de Janeiro  nesse fim de semana  provocaram inundações e deslizamentos de terra em vários municípios do estado do Rio de Janeiro. Pessoas perderam as casas  que ficaram alagadas  e todos os pertences.   Vieira ressalta que a tragédia atingiu principalmente um recorte específico da população  a população negra e de baixa renda. “Por isso que a gente fala que o racismo ambiental é produto de uma intenção efetiva de não produção de políticas para essas populações de não participação dessas populações das decisões que são tratadas de políticas que efetivamente são feitas ou não são feitas  que essa também é uma forma de fazer política  a omissão é uma forma também de fazer política  então essas políticas que não são feitas também para benefício dessa população. Então na prática essa população é deixada para morrer  efetivamente”  diz.   Continua nos comentários ⏬  #portalpegaleve #cidadealerta #balançogeral #rn #natal #parnamirim #brasil #noticias #notícias #natalrn #riograndedonorte #parnamirimrn #natalrnbrasil #novaparnamirim  #jornalismo #reportagem #reporter #chuvas #Enchentes #Tragedia #río,Imprensa e redes sociais,15,2,8,https://www.instagram.com/portalpegaleve,2024-01-15T15:30:12-08:00
Eddie Gomes Oficial,eddie_gomes_oficial,"""Racismo Ambiental"". Vou morrer e não vou ver tanta ignorância de palavras vinda dessa nova  linhagem da esquerda.",Racismo ambiental,4,1,2,https://www.instagram.com/eddie_gomes_oficial,2024-01-15T14:55:38-08:00
Flavio Serafini,flavioserafini,A culpa não é da chuva e o que acontece no Rio é racismo ambiental!   As chuvas mais fortes que afetam determinadas regiões desencadeam enchentes e alagamentos que  por si só  são eventos extremos devastadores. Além da destruição física  há hoje uma série de desafios sociais e violações de direitos  formando uma sequência preocupante que demanda uma resposta estruturada e coordenada do poder público o que  infelizmente  não é o que tem ocorrido em nosso estado.   Os impactos sociais são enormes. Famílias deslocadas  comunidades inteiras isoladas  pessoas perdem alimentos  remédios  bens e  em muitos casos  há perda irreparável de vidas. O acolhimento precisa ser imediato  além do fornecimento de água potável e alimentação é essencial para evitar surtos de doenças e carências nutricionais em meio ao caos pós-desastre.   Informações sobre assistência disponível  procedimentos de evacuação  cuidados de saúde e reconstrução são vitais para que as comunidades se organizem e se recuperem de maneira mais eficaz.   A complexidade dos desastres causados por chuvas intensas exige uma abordagem totalizante e proativa por parte do poder público e vamos seguir cobrando que o governo Cláudio Castro de assintências à população neste momento e crie medidas eficazes para impedir novas tragédias em nosso estado.,Rio de Janeiro,340,13,170,https://www.instagram.com/flavioserafini,2024-01-15T14:35:08-08:00
Monica Seixas,monicaseixas,O racismo ambiental é uma forma de desigualdade socioambiental que afeta principalmente as comunidades que foram historicamente marginalizadas  como pessoas negras  indígenas e pobres.  Sim  a chuva atinge cai do céu pra todo mundo  mas como ela atinge e impacta na vida e na dignidade de pessoas pretas e periféricas? Esse é o ponto da discussão #racismoambiental,Racismo ambiental,406,11,203,https://www.instagram.com/belareis/reel/DGeD_rkp3I8/,2024-01-15T14:07:07-08:00
Deputada Thainara Faria,thainarafaria13,O racismo se revela no Brasil em variadas facetas. Uma delas é o que denominamos como “racismo ambiental”. Conceituar as violências  dar nome a elas  nos ajuda a combatê-las. Por isso é importante disseminar esse tipo de conteúdo  para que possamos criar consciência coletiva dos nossos reais problemas sociais.   Ao fim da escravidão  o Brasil iniciou um processo de exclusão territorial do povo negro. Proibidos de acessar as regiões centrais  os recém libertos da escravização passaram a ocupar os morros e os locais distantes de regiões já estruturadas.   Para além da exclusão social  o povo negro não teve direito de usufruir de saneamento básico. Um processo que se intensificou ao longo do século XX  aumentando a desigualdade entre quem tem o direito de viver em locais seguros  e quem estará sujeito aos desastres ambientais por ocupar áreas de risco como única opção.   Quando o poder público negligencia as áreas de risco e não oferece a OPORTUNIDADE de outros locais de residência  configura-se racismo ambiental.  É preciso um movimento que amplie o direto à cidade segura. Que debata quais são as áreas mais afetadas e o motivo do descaso do poder público ser maior justamente nessas áreas.   Os desastres ambientais serão cada vez mais frequentes e é por este motivo que eu compus a comissão de Infraestrutura na Alesp. Levar a perspectiva de quem mais sofre para o debate ambiental é minha missão. E conto com cada um de vocês nessa empreitada.,Racismo ambiental,354,10,177,https://www.instagram.com/thainarafaria13,2024-01-15T14:06:10-08:00
Dr. Igino,iginomarcos,O racismo ambiental significa que algumas comunidades  geralmente marginalizadas  sofrem mais com a poluição e têm menos acesso a áreas naturais saudáveis. Isso pode prejudicar a saúde e a qualidade de vida dessas comunidades  mostrando como as desigualdades sociais também afetam o meio ambiente.,Racismo ambiental,75,12,38,https://www.instagram.com/guiadoestudante/p/Cxq4gZ6yg6E/,2024-01-15T14:00:46-08:00
Leandro Narloch,lnarloch,"A ministra Anielle Franco disse ontem que a culpa pelas enchentes não é dos governos  mas do ""racismo ambiental"".  Essa ideia militante não ajuda ninguém.   É verdade que os negros sofrem mais com tragédias causadas pelo clima. A população preta e parda é em média mais pobre  e por muito tempo (na verdade  ainda hoje) ser rico significou estar imune aos imprevistos climáticos. Morar em casas de alvenaria em terrenos que não alagam nem deslizam  ter ar condicionado gelando no 17ºC em casa.   Mas isso não é devido à cor  tampouco é um fruto de uma ação deliberada para prejudicar os negros.  O que mais me intriga é que os ativistas que dizem se preocupar com o racismo ambiental são em geral contra políticas que tornariam a população negra mais protegida.   Lembra da tragédia do ano passado no litoral norte de São Paulo? Dezenas de negros morreram deslizamentos das encostas. Ninguém precisaria morar nessas áreas de risco se o zoneamento de São Sebastião não fosse tão restritivo. Pobres poderiam morar em predinhos mais perto dos ricos – como acontece em praias mais densas.   Da mesma forma  ninguém precisaria morar em invasões em morros e encostas se fosse mais fácil obter as licenças ambientais e regularizar loteamentos.   Mas vai defender relaxar as regras de zoneamento e de licenciamento ambiental de loteamentos. A turma da Anielle Franco logo grita contra  acreditando que não podem defender a “especulação imobiliária”.   Acabam sem querer prejudicando não só incorporadoras  mas os negros.   Quer acabar com o tal “racismo ambiental”? Então defenda dobrar a densidade do centro expandido de São Paulo  por exemplo. Mais gente morando perto  menos em encostas.   Mas o Boulos  candidato da Anielle em SP  é contra.",Rio de Janeiro,2806,154,1403,https://www.instagram.com/reel/DIUnVVUJFI0/,2024-01-15T12:58:38-08:00
Sistema O Dia de Comunicação,sistemaodia,Em meio às chuvas intensas que vêm causando  desde o último sábado (13)  mortes e transtornos no estado do Rio de Janeiro  o termo “racismo ambiental” viralizou após uma publicação da ministra da Igualdade Racial  Anielle Franco  no X  antigo Twitter.  Na rede social  a gestora da pasta federal atribuiu os efeitos das enchentes e o estado de alerta com possíveis tragédias ao “racismo ambiental e climático”  causando controvérsia entre internautas no domingo (14).  Mas o que significa racismo ambiental? A terminologia foi utilizada pela primeira vez  há quatro décadas  pelo climatologista americano Robert Bullard. O especialista apontou que comunidades marginalizadas  compostas por pessoas pretas  indígenas e pobres  são mais vulneráveis à intervenção humana no clima e no meio ambiente. Saiba mais no link nos stories.  Texto/Eric Souza/ODIA Foto/Rithyele Dantas/MIR  #racismoambiental #aniellefranco #Estudo,Rio de Janeiro,206,104,103,https://www.instagram.com/sistemaodia,2024-01-15T12:55:14-08:00
Ceará Antenado,cearaantenado,A ministra da Igualdade Racial  Anielle Franco  disse estar acompanhando os efeitos das fortes chuvas que atingem o Rio de Janeiro desde a noite de sábado. Anielle também afirmou que as “iminentes tragédias” decorrentes do temporal –que até a tarde deste domingo (14.jan) já matou 11 pessoas– são fruto dos “efeitos de racismo ambiental e climático”.   🔗Quer saber mais? Acesse o link na nossa bio  e fique antenado. 📌 Siga o nosso perfil <redacted_mention> #foryoupage #notícia #informação #opinião #política #jornalismo #jornalismoindependente #cearaantenado #fiqueantenado#racismo #ambiental,Rio de Janeiro,997,474,498,https://www.instagram.com/cearaantenado,2024-01-15T12:55:09-08:00
Mauricio do Vôlei 🏐,mauriciodovolei,Ministra de Lula associa chuvas no Rio a “racismo ambiental e climático”,Rio de Janeiro,48417,11934,24208,https://www.instagram.com/mauriciodovolei,2024-01-15T12:49:39-08:00
Leninha,leninhamoc13,Racismo ambiental ou racismo climático  e aí  já ouviu falar? 🤔  As tragédias causadas pelas fortes chuvas abriram um importante debate. Seria a “natureza” racista? E não  a natureza não é racista. Quando acompanhamos pela TV os impactos das fortes de chuvas sempre vemos a mesma cena: encostas de morros  pessoas em sua grande maioria negras  moradores e moradoras das favelas  lugares sem saneamento básico ou infraestrutura. Como não questionar se a desigualdade social e econômica tem a ver com isso?  Ao falarmos RACISMO AMBIENTAL  estamos questionando como e por que algumas populações sofrem mais as consequências das mudanças climáticas do que outras. E afirmamos que as desigualdades socioeconômicas são acentuadas com a crise climática e que são as populações periféricas e de baixa renda  em sua maioria negras  que enfrentam as piores consequências dos eventos climáticos extremos  como chuvas excessivas ou secas severas.   É preciso cada vez debatermos sobre e construirmos políticas públicas sociais e de infraestrutura que levem em consideração as mudanças climáticas  o racismo ambiental e as desigualdades do nosso país.  #RacismoAmbiental #MudançasClimáticas #JustiçaAmbiental #DeputadaLeninha,Racismo ambiental,0,4,0,https://www.instagram.com/leninhamoc13,2024-01-15T12:43:22-08:00
Thiago Medeiros,prof.thiagomedeiros,RACISMO AMBIENTAL 📚 Você conhecia este conceito?  O termo “Racismo Ambiental” refere-se a uma forma de discriminação que impacta desproporcionalmente comunidades periféricas ou compostas por minorias  muitas vezes ligadas a questões de raça e etnia. Este conceito não se limita apenas a ações com intenção racista explícita  mas também inclui práticas e políticas que resultam em impactos negativos desiguais em grupos racialmente marginalizados. Surgido no contexto das discussões sobre justiça ambiental  o racismo ambiental abrange desde a localização de indústrias poluentes próximas a comunidades de baixa renda e minorias até a falta de acesso a recursos naturais e serviços ambientais básicos. Além disso  envolve a exclusão de minorias no processo de tomada de decisões sobre questões ambientais  perpetuando um ciclo de desigualdade e marginalização.  ➖RACISMO AMBIENTAL E INJUSTIÇA CLIMÁTICA: O conceito de racismo ambiental enfatiza como as questões climáticas e ambientais afetam desproporcionalmente as comunidades vulneráveis  muitas vezes compostas por grupos étnicos marginalizados. Essas comunidades enfrentam uma maior carga de poluição  menos acesso a recursos para lidar com as consequências climáticas e frequentemente são excluídas das decisões políticas relacionadas ao meio ambiente.  ➖ÔNUS DESPROPORCIONAL DAS MINORIAS RACIAIS:  Em geral  as minorias raciais no Brasil e em outras partes do mundo carregam um fardo desproporcional dos impactos negativos da mudança climática  tanto em termos de saúde quanto de impactos ambientais.  #cnu #direitoshumanos #agenda2030onu #eventosclimáticos #enchente #pessoasnegras #igualdaderacial #aniellefranco #clima #concursopublico,Racismo ambiental,751,52,376,https://www.instagram.com/prof.thiagomedeiros/p/C2IW7fTxb-n/?locale=de-DE,2024-01-15T10:15:02-08:00
Notícia Preta,noticia.preta,Após fortes chuvas  vários bairros cariocas e cidades do Estado do Rio de Janeiro registraram alagamentos no último sábado (13). A ministra da Igualdade Racial Anielle Franco  publicou um vídeo em suas redes sociais debatendo e demonstrando o funcionamento do racismo ambiental.  O vídeo mostra imagens dos bairros que ficaram com marcas de alagamentos  as ruas com lama  marca de água na parede e nos muros das casas  carros e móveis no meio das ruas que ficaram submersos na água que invadiu os imóveis. Até o momento  o número de mortos por conta do temporal  é de 12 pessoas.  Anielle Franco refletiu sobre o perifl das pessoas que moram nas localidades mais atingidas. “Quando a gente olha os bairros e municípios que foram mais atingidos como Acari  São João de Meriti  Anchieta  Albuquerque  Nova Iguaçu. A gente vê algo que eles todos tem em comum  que são áreas mais vulneráveis. Qual é a cor da maioria das pessoas que vivem nesses lugares?”  questionou a ministra.  LEIA A MATÉRIA COMPLETA NO NOSSO SITE  Texto: Thayan Mina - <redacted_mention>  Vídeo: Reprodução Instagram   LINK NOS STORIES  #noticiapreta #chuvas #chuvasnorio #riodejaneiro #racismoambiental,Imprensa e redes sociais,1303,34,652,https://www.instagram.com/aniellefranco/reel/C2GmiPpr_69/,2024-01-15T10:05:54-08:00
Célia Xakriabá,celia.xakriaba,As populações de periferia são as mais afetadas pela crise climática  dados do segundo volume do Sexto Relatório de Avaliação do IPCC mostram que habitantes de periferias morreram 15 vezes mais por secas  enchentes e tempestades do que aqueles que vivem em áreas seguras.   O racismo ambiental se trata da desigualdade socioambiental que atinge majoritariamente as comunidades onde estão presentes pessoas negras  indígenas e quilombolas.   As chuvas que atingem o Rio de Janeiro  causaram inúmeros prejuízos à população mais pobre  já são 11 vítimas fatais  todas as vitimas são de periferia o racismo ambiental é fruto da ausência de políticas públicas.   Não é desastre  é projeto.,Racismo ambiental,5538,49,2769,https://www.instagram.com/celia.xakriaba,2024-01-15T09:37:09-08:00
🆁🅸🅲🅰🆁🅳🅾 🅳🅸🅰🆂 (Santos SP),canalconectado,Rac1smo ambiental existe  a Ministre estava certa  olha está tartaruga sendo claramente rac1sta.,Rio de Janeiro,211,16,106,https://www.instagram.com/canalconectado,2024-01-15T08:40:20-08:00
MPA Brasil,mpa.brasil,#RacismoAmbiental | Racismo Ambiental: As Consequências da Desigualdade Socioambiental para as Comunidades Marginalizadas  O racismo ambiental é um problema sério que afeta comunidades minoritárias em todo o mundo. É importante que as comunidades afetadas sejam incluídas em todas as decisões relativas ao meio ambiente e à saúde  para garantir que elas sejam protegidas contra os riscos ambientais. Governos e empresas devem trabalhar em conjunto com essas comunidades para garantir que o meio ambiente seja preservado e a saúde seja protegida.  📲 Leia mais no site do MPA Brasil:  🔗 Link no story   #SomosCampesinato #CrisesClimaticas #CriseSocioAmbiental,Racismo ambiental,608,3,304,https://www.instagram.com/mpa.brasil/p/C2IKnSXrwIL/,2024-01-15T08:27:25-08:00
Prof. Gil Souza 🐾,,O racismo ambiental é uma forma de desigualdade socioambiental que afeta principalmente as comunidades marginalizadas  compostas majoritariamente por pessoas negras  indígenas e pobres. Essas comunidades sofrem os impactos negativos da degradação ambiental e da falta de acesso a recursos naturais e serviços ambientais  enquanto os mais privilegiados usufruem de uma maior proteção ambiental e melhor qualidade de vida.  O racismo ambiental se manifesta de várias formas como  por exemplo  no desmatamento de morros e encostas para construção de habitações precárias  que futuramente serão vítimas de deslizamentos,Racismo ambiental,109,,54,https://www.instagram.com/nan,2024-01-15T08:26:32-08:00
Amazonas News Ofical,amazonasnewsoficial,Anielle também afirmou que as “iminentes tragédias” decorrentes do temporal –que até a tarde deste domingo (14.jan) já matou 11 pessoas– são fruto dos “efeitos de racismo ambiental e climático”.  A fala da ministra repercutiu nas redes sociais. Dentre as pessoas que comentaram o termo está o advogado do ex-presidente Jair Bolsonaro (PL)  Fabio Wajngarten.,Rio de Janeiro,2,0,1,https://www.instagram.com/amazonasnewsoficial,2024-01-15T08:23:11-08:00
Mídia NINJA,midianinja,Você sabe o que é racismo ambiental?  Já parou para pensar que as tragédias relacionadas aos fenômenos ambientais tendem a ser mais sentidas em áreas com maior presença da classe trabalhadora  sobretudo com maior presença da população negra?  Via <redacted_mention>,Imprensa e redes sociais,25916,680,12958,https://www.instagram.com/midianinja/reel/C2IJ-Bdrq9z/,2024-01-15T08:22:27-08:00
WATV WEB,watvweb,🤔 A ministra da Igualdade Racial  Anielle Franco  afirmou neste domingo (14) que as fortes chuvas que atingiram o Rio de Janeiro são fruto do racismo ambiental.  “Estou acompanhando os efeitos da chuva de ontem nos municípios do Rio e o estado de alerta com as iminentes tragédias  fruto também dos efeitos do racismo ambiental e climático”  disse Anielle.  A ministra  virou chacota nas redes sociais ao afirmar que no Brasil existe uma nova categoria de racismo  o racismo ambiental. Anielle não explicou o conceito lançado por ela  que traz uma nova tipificação para o racismo. A ministra despertou comentários que debocharam da expressão utilizada.  A ministra é reincidente em cometer gafes para tentar criar narrativas sobre discriminação racial. No ano passado  ela afirmou que buraco negro  termo científico usado para definir a região do espaço em que o campo gravitacional não possui partículas ou radiação eletromagnética  é uma expressão racista.  #wa #noticias #aniellefranco #ministradaigualdaderacial #novaexpressao #tragedia #riodejaneiro,Rio de Janeiro,330,156,165,https://www.instagram.com/watvweb,2024-01-15T08:16:40-08:00
Bruno Secco,brunoseccobr,Racismo ambiental na Amazônia?,Racismo ambiental,727,59,364,https://www.instagram.com/liviaduartepsol/p/DCOokQQRI9S/,2024-01-15T08:07:52-08:00
Repórter MT - Notícias de MT,sitereportermt,A ministra da Igualdade Racial  Anielle Franco  disse estar acompanhando os efeitos das fortes chuvas que atingem o Rio de Janeiro desde a noite de sábado (13.jan.2024).  Anielle também afirmou que as “iminentes tragédias” decorrentes do temporal –que até a tarde deste domingo (14.jan) já matou 11 pessoas– são fruto dos “efeitos de racismo ambiental e climático”.  A fala da ministra não caiu bem e as redes sociais não perdoaram e uma enxurrada de críticas e memes começarem a pipocar.  Leia mais em www.reportermt.com 🧑‍💻📲,Imprensa e redes sociais,620,174,310,https://www.instagram.com/alegarcia/reel/C2N6_BpPeVb/?locale=ko&hl=am-et,2024-01-15T08:01:58-08:00
Universo Curioso,universocurioso,A ministra da Igualdade Racial  Anielle Franco  lamentou os efeitos das fortes chuvas que atingem o Rio de Janeiro desde a noite de sábado (13/1).  Anielle disse  inclusive  que as “iminentes tragédias” decorrentes do temporal —que até a tarde desse domingo (14/1) já havia resultado na m*rte de 11 pessoas— são fruto dos “efeitos de racismo ambiental e climático”.  “Estou acompanhando os efeitos da chuva de ontem nos municípios do Rio e o estado de alerta com as iminentes tragédias  fruto também dos efeitos do racismo ambiental e climático”  sustentou Anielle.  A declaração controvérsia da ministra repercutiu nas redes sociais.  Irmã de Marielle Franco  vítima de ass*ssinato em março de 2018  Anielle é ministra da Igualdade Social  recebendo cerca de R$ 41.650  além de compor o Conselho de Administração da indústria metalúrgica Tupy. Somando os recebimentos no conselho  em torno de R$ 36.115)  sua remuneração mensal gira em torno de R$ 77.765  que podem chegar chegar a até R$ 87.526.  Fonte: https://mla.bs/6a4caa0d,Rio de Janeiro,6238,1797,3119,https://www.instagram.com/universocurioso/reel/C2ICjO7Nszh/,2024-01-15T08:00:46-08:00
Notícias do RN e do Brasil.,noticiasdornedobrasil,A ministra da Igualdade Racial  Anielle Franco disse estar acompanhando os efeitos das fortes chuvas que atingiram o Rio de Janeiro desde a noite de sábado (13) até a manhã de domingo (14).  Anielle também disse que as “iminentes tragédias” decorrentes do temporal – que até a tarde de domingo matou 10 pessoas – são fruto dos “efeitos de racismo ambiental e climático”.  Myanna Lahsen  antropóloga e pesquisadora da Divisão de Impactos  Adaptação e Vulnerabilidades do Inpe (Instituto Nacional de Pesquisas Espaciais) disse ao Poder360 que o termo ‘racismo ambiental ‘ se refere à relação entre o espaço e a vulnerabilidade em caso de desastres naturais.  “Significa que quem está mais exposto aos riscos de fenômenos naturais são pessoas pobres –que são majoritariamente pretas e pardas– que moram em locais mais vulneráveis e sem infraestrutura para se proteger contra os elementos como enchentes e deslizamentos”  explicou Myanna.  Fonte: poder360   #noticiasdornedobrasil,Imprensa e redes sociais,55,27,28,https://www.instagram.com/alegarcia/reel/C2N6_BpPeVb/?locale=ko&hl=am-et,2024-01-15T07:47:37-08:00
Monica Cunha,monicacunhario,O que é RACISMO AMBIENTAL? Nosso querido <redacted_mention> fez esse fio na rede vizinha para explicar pra vocês.   Passa pro lado 👉🏾  #RacismoAmbiental,Racismo ambiental,846,11,423,https://www.instagram.com/monicacunhario,2024-01-15T07:41:58-08:00
Poder360,poder360,A ministra da Igualdade Racial  Anielle Franco  disse estar acompanhando os efeitos das fortes chuvas que atingem o #RiodeJaneiro desde a noite de sábado (13.jan.2024).  Anielle também afirmou que as “iminentes tragédias” decorrentes do temporal –que até a tarde deste domingo (14.jan) já matou 11 pessoas– são fruto dos “efeitos de #racismo ambiental e climático”  🔹 Leia a reportagem: www.poder360.com.br  📸: Sérgio Lima/Poder360 (<redacted_mention>),Imprensa e redes sociais,1817,831,908,https://www.instagram.com/alegarcia/reel/C2N6_BpPeVb/?locale=ko&hl=am-et,2024-01-15T07:30:08-08:00
Ricardo Tassilo de Albuquerque,ricardotassilo,As fortes chuvas que devastaram o Rio de Janeiro neste último sábado é mais um episódio da negligência/ falência da Gestão Municipal e Estadual para com políticas públicas efetivas ambientais.  Eu não culpo nem tampouco responsabilizo diretamente os mais pobres e vulneráveis pela seguinte razão: não há política habitacional à altura da demanda da população de baixa renda . Então o pobre vai morar onde dá. Áreas de encosta e margem do rios.  Essa falência do Gestor Público nesse setor acaba por propagar o Racismo Ambiental.  Como eles não fazem a parte que lhes cabe  nós enquanto sociedade civil tentamos mitigar os efeitos danosos de suas incompetências.   Vamos ajudar doando? Você pode fazer sua doação através do PIX da <redacted_mention> : PIX CNPJ 21317767000119,Rio de Janeiro,93,1,46,https://www.instagram.com/ricardotassilo,2024-01-15T06:57:58-08:00
Helio Rosa,heliorosa1,Anielle Franco vira piada na Web ao falar de “racismo ambiental”  Saiba mais no site. link na bio ou acesse:  https://bsbtimes.com.br/anielle-franco-vira-piada-na-web-ao-falar-de-racismo-ambiental/  #aniellefranco #AnielleFranco #RacismoAmbiental #igualdaderacial #mariele #marielefranco #mariellefranco #lula #lulalivre #lulaladrao #lulanacadeia #LulaGenocida #LulaPresidente #lulapresidente #LulaPresidenteDoBrasil #lulaladraoseulugarenaprisao,Rio de Janeiro,3,1,2,https://www.instagram.com/aniellefranco/p/C2LM-bwJs7p/,2024-01-15T06:52:43-08:00
ZOE MARTÍNEZ,zoebmartinez,O que seria racismo ambiental e climático? Heeeeeeeelllppp!,Racismo ambiental,43469,3013,21734,https://www.instagram.com/taliriapetrone/p/CaUa1QXv0pO/,2024-01-15T06:43:13-08:00
Portal Acontece RN | Notícias,acontecern,A ministra da Igualdade Racial  Anielle Franco  virou chacota nas redes sociais ao afirmar que no Brasil existe uma nova categoria de racismo  o racismo ambiental.  Em publicação sobre o efeito das chuvas nos municípios do Rio de Janeiro  a ministra de Lula disse que as tragédias ambientais são frutos do “racismo ambiental e climático”.  Anielle não explicou o conceito lançado por ela  que traz uma nova tipificação para o racismo. A ministra despertou comentários que debocharam da expressão utilizada.  A ministra é reincidente em cometer gafes para tentar criar narrativas sobre discriminação racial. No ano passado  ela afirmou que buraco negro  termo científico usado para definir a região do espaço em que o campo gravitacional não possui partículas ou radiação eletromagnética  é uma expressão racista.  “Por exemplo  denegrir é uma palavra que o movimento negro e as pessoas que têm letramento racial não usam  de forma nenhuma. Ou  por exemplo  saímos desse buraco negro  a gente escuta muito isso”  afirmou durante o programa Bom dia Ministro do governo Federal.,Imprensa e redes sociais,29,9,14,https://www.instagram.com/blogdobg/p/C2H4L8kL8wr/,2024-01-15T06:15:22-08:00
MIGUEL LIRA 🇧🇷,fbtvnews,A ministra da Igualdade Racial  Anielle Franco  disse estar acompanhando os efeitos das fortes chuvas que atingem o Rio de Janeiro desde a noite de sábado (13). Anielle também afirmou que as “iminentes tragédias” decorrentes do temporal –que até a tarde do domingo (14) já matou 11 pessoas– são fruto dos “efeitos de racismo ambiental e climático”.  A fala da ministra repercutiu nas redes sociais.   Dentre as pessoas que comentaram o termo está o advogado do ex-presidente Jair Bolsonaro (PL)  Fabio Wajngarten.   “Alguém me explica o que é ‘racismo ambiental e climático’? É da mesma série do racismo dos estádios em final de campeonato?”  questionou.   A fala é em referência ao episódio em que uma assessora do Ministério da Igualdade Racial disse que a torcida do São Paulo era formada por “descendente de europeu safade” durante o 2º jogo da final da Copa do Brasil contra o Flamengo  no Morumbi  em setembro de 2023. A assessora foi demitida posteriormente.  Myanna Lahsen  antropóloga e pesquisadora da Divisão de Impactos  Adaptação e Vulnerabilidades do Inpe (Instituto Nacional de Pesquisas Espaciais)  disse que o termo se refere à relação entre o espaço e a vulnerabilidade em caso de desastres naturais.  “Significa que quem está mais exposto aos riscos de fenômenos naturais são pessoas pobres –que são majoritariamente pretas e pardas– que moram em locais mais vulneráveis e sem infraestrutura para se proteger contra os elementos como enchentes e deslizamentos.”  Para a pesquisadora  as mudanças climáticas e os eventos extremos resultantes da atividade humana devem ficar mais intensos. “As tendências para esses eventos aumentaram com as mudanças climáticas. Junta isso à desigualdade pré-existente e quem paga a conta com a vida e as perdas são as pessoas que menos aguentam - as mais pobres”.  FOLHA - 📷 ARQUIVO RP <redacted_mention>  #notícias #brasil #ministra #chuvas #riodejaneiro #racismoambiental #política,Rio de Janeiro,175,129,88,https://www.instagram.com/alegarcia/reel/C2N6_BpPeVb/?locale=ko&hl=am-et,2024-01-15T06:14:47-08:00
Capitão Alden,capitao_alden,A ministra da Igualdade Racial  Anielle Franco  afirmou neste domingo (4) que as fortes chuvas que atingiram o Rio de Janeiro são fruto do racismo ambiental.  “Estou acompanhando os efeitos da chuva de ontem nos municípios do Rio e o estado de alerta com as iminentes tragédias  fruto também dos efeitos do racismo ambiental e climático”  disse Anielle.  A ministra também afirmou que vai conversar com o ministro das Cidades para entender o que o governo federal pode fazer para ajudar os municípios atingidos pelas chuvas.  Via <redacted_mention>,Rio de Janeiro,4770,1494,2385,https://www.instagram.com/negocio_fechado_news/p/C2IDczSrZrX/,2024-01-15T06:14:30-08:00
Baixada Viva,baixadaviva,A ministra da Igualdade Racial  Anielle Franco  disse estar acompanhando os efeitos das fortes chuvas que atingem o Rio de Janeiro desde a noite de sábado.  Anielle também afirmou que as “iminentes tragédias” decorrentes do temporal que até a tarde deste domingo já matou 11 pessoas– são fruto dos “efeitos de racismo ambiental e climático”.  A fala da ministra repercutiu nas redes sociais. Dentre as pessoas que comentaram o termo está o advogado do ex-presidente Jair Bolsonaro (PL)  Fabio Wajngarten. “Alguém me explica o que é ‘racismo ambiental e climático’? É da mesma série do racismo dos estádios em final de campeonato?”  questionou.   A fala é em referência ao episódio em que uma assessora do Ministério da Igualdade Racial disse que a torcida do São Paulo era formada por “descendente de europeu safade” durante o 2º jogo da final da Copa do Brasil contra o Flamengo  no Morumbi  em setembro de 2023. A assessora foi demitida.,Rio de Janeiro,1040,1017,520,https://www.instagram.com/baixadaviva,2024-01-15T05:57:57-08:00
